Name,Location,Year,Kms_Driven,Price,Car_Age,Price_per_KM
Maruti A-Star Vxi,Hyderabad,2008,51366,2.25,17,4.380329400770938
Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,3.1,14,4.377541798463624
Hyundai Accent GLE,Delhi,2012,56000,2.45,13,4.375000000000001
Maruti Swift Dzire VXI,Mumbai,2012,88000,3.85,13,4.375
Maruti SX4 ZDI,Chennai,2011,80000,3.5,14,4.375
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,78000,3.41,17,4.371794871794871
Toyota Etios Liva G,Pune,2014,80102,3.5,11,4.369428978052983
Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,2.4,16,4.363636363636363
Tata Indigo LX,Coimbatore,2013,59138,2.58,12,4.36267712807332
Hyundai i10 Asta,Ahmedabad,2011,86000,3.75,14,4.3604651162790695
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,10.9,11,4.36
Honda City 1.5 V MT,Delhi,2010,80302,3.5,15,4.358546487011531
Maruti Swift Dzire VDi,Hyderabad,2014,123900,5.4,11,4.358353510895884
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,2.7,15,4.354838709677419
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,3.0,12,4.3478260869565215
Hyundai Verna 1.6 SX,Chennai,2012,92000,4.0,13,4.3478260869565215
Hyundai Verna 1.6 SX,Delhi,2011,103814,4.5,14,4.334675477295933
Maruti Ritz LDi,Coimbatore,2011,90207,3.91,14,4.3344751515957745
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2013,75000,3.25,12,4.333333333333333
Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,2.25,15,4.326923076923077
Hyundai Santro Xing GLS,Hyderabad,2011,60000,2.59,14,4.316666666666666
Hyundai i10 Era 1.1,Delhi,2012,51000,2.2,13,4.313725490196079
Hyundai i20 Magna,Mumbai,2010,58000,2.5,15,4.310344827586207
Hyundai Accent GLE,Ahmedabad,2010,58000,2.5,15,4.310344827586207
Ford Figo Petrol ZXI,Bangalore,2011,68465,2.95,14,4.30877090484189
Ford Figo Diesel EXI Option,Chennai,2012,72500,3.12,13,4.303448275862069
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,2.81,13,4.299989288282911
Hyundai EON Era Plus,Hyderabad,2012,60500,2.6,13,4.297520661157025
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,3.65,14,4.294117647058823
Toyota Camry A/T,Mumbai,2008,80000,3.43,17,4.2875
Chevrolet Beat Option Pack,Kolkata,2010,35000,1.5,15,4.285714285714286
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2012,210000,9.0,13,4.285714285714286
Maruti Alto LXi,Ahmedabad,2009,35000,1.5,16,4.285714285714286
Toyota Corolla Altis G,Pune,2009,70000,3.0,16,4.285714285714286
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,2.7,15,4.281161304644267
Toyota Etios VXD,Pune,2012,111000,4.75,13,4.2792792792792795
Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,2.65,17,4.278472020407504
Volkswagen Polo Petrol Highline 1.6L,Delhi,2010,62001,2.65,15,4.274124610893373
Honda City 1.5 S MT,Jaipur,2011,95936,4.1,14,4.273682454969979
Maruti Alto K10 VXI,Bangalore,2011,64357,2.75,14,4.273039451807884
Honda Jazz Mode,Mumbai,2010,55000,2.35,15,4.2727272727272725
Maruti Swift Dzire VXi,Pune,2008,56230,2.4,17,4.268184243286502
Maruti Swift VXI BSIII,Chennai,2009,68000,2.9,16,4.264705882352941
Maruti Ritz LDi,Coimbatore,2011,88539,3.77,14,4.2580105942014255
Maruti Ritz VDi,Hyderabad,2010,79894,3.4,15,4.25563872130573
Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,2.6,14,4.2545531900967095
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,1.7,16,4.25
Mahindra Xylo E8,Hyderabad,2009,90764,3.85,16,4.241769864704068
Maruti SX4 ZDI Leather,Mumbai,2012,90000,3.81,13,4.233333333333333
Honda City 1.5 S MT,Delhi,2009,65055,2.75,16,4.227192375682115
Maruti Ritz VDi,Pune,2010,71000,3.0,15,4.225352112676056
Renault Duster 110PS Diesel RxL,Pune,2014,142000,6.0,11,4.225352112676056
Hyundai i20 1.2 Magna,Kolkata,2010,45000,1.9,15,4.222222222222222
Honda Amaze S i-Dtech,Delhi,2013,90000,3.8,12,4.222222222222222
Mahindra Quanto C4,Hyderabad,2012,90049,3.8,13,4.219924707659163
Hyundai Santro Xing GL,Hyderabad,2010,58163,2.45,15,4.212299915754002
Volkswagen Polo IPL II 1.2 Petrol Highline,Pune,2010,70290,2.96,15,4.2111253378859015
Hyundai i10 Magna,Kolkata,2012,58235,2.45,13,4.207091955009874
Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,4.5,13,4.205607476635514
Hyundai i10 Sportz,Bangalore,2010,69000,2.9,15,4.202898550724638
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,2.95,14,4.198750338034984
Honda City 1.5 S MT,Delhi,2009,71499,3.0,16,4.1958628792011075
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,7.5,18,4.1891952276687965
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,3.1,15,4.1891891891891895
Maruti Swift Vdi BSIII,Hyderabad,2010,86000,3.6,15,4.186046511627907
Mahindra XUV500 W8 1.99 mHawk,Chennai,2011,143354,6.0,14,4.185443029144635
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,2.71,17,4.1692307692307695
Hyundai i20 Asta 1.2,Pune,2011,79152,3.3,14,4.169193450576107
Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,3.55,15,4.168868533850038
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,3.71,16,4.168539325842697
Ford Endeavour 4x2 XLT Limited Edition,Pune,2009,180000,7.5,16,4.166666666666667
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,2.75,14,4.166666666666667
Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,78000,3.25,15,4.166666666666667
Hyundai i20 Sportz Option,Delhi,2010,62489,2.6,15,4.160732288882843
Maruti Ritz VDi,Hyderabad,2010,79324,3.3,15,4.160153295345671
Honda Jazz S,Delhi,2011,69768,2.9,14,4.156633413599358
Nissan Micra Diesel XV,Hyderabad,2011,86732,3.6,14,4.150717151685653
Renault Duster 85PS Diesel RxL Option,Mumbai,2013,102486,4.25,12,4.1469078703432665
Honda City 1.5 E MT,Jaipur,2009,86863,3.6,16,4.144457363894869
Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,2.65,12,4.140625
Honda City 1.5 V AT,Mumbai,2010,69000,2.85,15,4.130434782608695
Hyundai i10 Sportz 1.2,Hyderabad,2011,84912,3.5,14,4.121914452609761
Tata Xenon XT EX 4X2,Pune,2014,85000,3.5,11,4.117647058823529
Maruti Swift VXI,Pune,2010,68000,2.8,15,4.117647058823529
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,3.5,16,4.117647058823529
Maruti Swift Ldi BSIII,Chennai,2010,84072,3.45,15,4.103625463888096
Mahindra Quanto C2,Hyderabad,2013,80430,3.3,12,4.102946661693398
Hyundai i20 2015-2017 Asta,Pune,2009,66000,2.7,16,4.090909090909091
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,2.25,15,4.090909090909091
Maruti Swift Dzire ZXi,Mumbai,2009,60000,2.45,16,4.083333333333334
Hyundai i20 1.2 Magna,Kolkata,2010,45807,1.87,15,4.0823454930469145
Honda Amaze S i-Dtech,Delhi,2013,89429,3.65,12,4.081450088897338
Maruti Wagon R LXI BS IV,Delhi,2012,65000,2.65,13,4.076923076923077
Hyundai i10 Era 1.1,Delhi,2011,54000,2.2,14,4.074074074074074
Mahindra Xylo E4,Pune,2009,70000,2.85,16,4.071428571428571
Toyota Corolla Altis G,Chennai,2008,86000,3.5,17,4.069767441860465
Maruti Alto LXi,Kolkata,2010,38127,1.55,15,4.065360505678391
Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,4.6,14,4.050650745848082
Maruti SX4 Vxi BSIV,Kochi,2010,69918,2.83,15,4.047598615521039
Maruti Swift Dzire Vdi BSIV,Delhi,2011,68000,2.75,14,4.044117647058823
Maruti Swift Dzire Tour LDI,Delhi,2014,71800,2.9,11,4.03899721448468
Honda City 1.5 V MT,Kochi,2011,94832,3.83,14,4.038721106799392
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,4.75,13,4.033045501243876
Hyundai i10 Magna 1.2,Delhi,2012,62000,2.5,13,4.032258064516129
Hyundai Verna 1.6 SX,Jaipur,2012,117837,4.75,13,4.030991963474969
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,4.35,16,4.027777777777778
Ford Figo Diesel ZXI,Chennai,2011,72000,2.9,14,4.027777777777778
Nissan Micra Diesel XV,Jaipur,2013,86999,3.5,12,4.023034747525833
Honda CR-V 2.4 MT,Pune,2008,92000,3.7,17,4.021739130434782
Hyundai i10 Magna,Mumbai,2010,55980,2.25,15,4.019292604501608
Honda City ZX CVT,Hyderabad,2007,81000,3.25,18,4.012345679012346
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,2.66,13,4.006024096385542
Honda City 1.5 V MT,Delhi,2010,87430,3.5,15,4.00320256204964
Mahindra Scorpio SLX,Chennai,2008,100000,4.0,17,4.0
Renault Duster 110PS Diesel RxZ,Pune,2012,135000,5.4,13,4.0
Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,3.0,17,4.0
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,55001,2.2,14,3.999927274049563
Chevrolet Spark 1.0 LT,Kochi,2008,43761,1.75,17,3.99899453851603
Hyundai i10 Magna 1.2,Jaipur,2013,75049,3.0,12,3.9973883729296857
Tata Nano Cx BSIV,Coimbatore,2014,42083,1.68,11,3.9921108286006226
Honda City 1.5 S MT,Chennai,2011,93982,3.75,14,3.9901257687642313
Fiat Linea Emotion,Kolkata,2010,39852,1.59,15,3.9897621198434208
Renault Fluence Diesel E4,Delhi,2012,87510,3.49,13,3.9881156439264083
Maruti Ritz VDi,Hyderabad,2012,85112,3.39,13,3.982987122849892
Skoda Laura Ambiente,Hyderabad,2008,113000,4.5,17,3.982300884955752
Ford Figo Diesel ZXI,Hyderabad,2012,70337,2.8,13,3.9808351223395935
Hyundai Getz GLE,Bangalore,2006,44000,1.75,19,3.977272727272727
Maruti Swift Dzire VDi,Hyderabad,2009,88096,3.5,16,3.9729386124228117
Hyundai i10 Magna 1.2,Hyderabad,2010,70600,2.8,15,3.9660056657223794
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,4.0,16,3.961572744379519
Chevrolet Spark 1.0 LT,Kochi,2012,50619,2.0,13,3.9510855607578184
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,3.16,13,3.95074076389323
Hyundai i20 Sportz 1.2,Delhi,2013,92408,3.65,12,3.9498744697428796
Hyundai i10 Era,Jaipur,2009,57000,2.25,16,3.9473684210526314
Chevrolet Beat LS,Delhi,2012,56000,2.21,13,3.9464285714285716
Hyundai Grand i10 Asta,Chennai,2013,90000,3.55,12,3.9444444444444446
Maruti Swift VDI,Jaipur,2012,95100,3.75,13,3.943217665615142
Honda City V MT AVN,Pune,2012,89000,3.5,13,3.932584269662921
Hyundai i10 Era,Jaipur,2010,59000,2.32,15,3.9322033898305078
Hyundai Verna CRDi SX,Chennai,2011,108242,4.25,14,3.926387169490586
Honda Accord 2.4 Inspire M/T,Pune,2009,79000,3.1,16,3.9240506329113924
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,3.25,13,3.9156626506024095
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,7.25,16,3.914686825053996
Honda City ZX GXi,Kolkata,2008,69000,2.7,17,3.9130434782608696
Maruti Swift VDI,Pune,2014,115000,4.5,11,3.9130434782608696
Hyundai Verna 1.6 SX,Chennai,2012,128000,5.0,13,3.90625
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,4.95,19,3.8976071054558625
Hyundai i10 Magna,Jaipur,2010,66770,2.6,15,3.8939643552493637
Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,4.5,14,3.8896380043563945
Nissan Micra XL,Kolkata,2013,45000,1.75,12,3.888888888888889
Hyundai Santro Xing GLS,Kolkata,2010,35008,1.36,15,3.8848263254113347
Ford Figo Diesel Titanium,Hyderabad,2013,90200,3.5,12,3.8802660753880267
Mahindra Scorpio 2.6 DX,Chennai,2005,50000,1.94,20,3.88
Maruti Alto LXi BSIII,Hyderabad,2012,67147,2.6,13,3.8721015086303185
Hyundai i10 Magna 1.2,Delhi,2010,62000,2.4,15,3.870967741935484
Honda City V MT,Mumbai,2011,84000,3.25,14,3.869047619047619
Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,3.75,14,3.8532675709001234
Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,1.5,14,3.8461538461538463
Maruti Wagon R LXI,Pune,2006,52000,2.0,19,3.8461538461538463
Chevrolet Beat LT,Pune,2011,65000,2.5,14,3.8461538461538463
Chevrolet Beat LS,Pune,2012,65000,2.5,13,3.8461538461538463
Tata Indica Vista Quadrajet VX,Pune,2012,65000,2.5,13,3.8461538461538463
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,2.15,13,3.8392857142857144
Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,5.99,15,3.834581652903143
Hyundai Santro Xing GL Plus,Delhi,2013,60000,2.3,12,3.833333333333333
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,2.65,14,3.823236622278649
Hyundai Accent Executive,Jaipur,2010,52325,2.0,15,3.822264691829909
Ford Figo Diesel Titanium,Bangalore,2010,72000,2.75,15,3.8194444444444446
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,2.75,15,3.8194444444444446
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,4.5,16,3.8135593220338984
Maruti Wagon R LXI,Delhi,2012,68347,2.6,13,3.8041172253354207
Ford Figo Petrol Titanium,Delhi,2010,59196,2.25,15,3.800932495438881
Maruti Swift VXI BSIII,Pune,2010,75000,2.85,15,3.8
Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,64236,2.44,15,3.798493056852855
Honda City 1.5 S MT,Delhi,2009,73200,2.78,16,3.797814207650273
Maruti Wagon R VXI BSIII,Chennai,2013,79000,3.0,12,3.7974683544303796
Tata Indigo LX,Ahmedabad,2012,50123,1.9,13,3.790674939648465
Honda City 1.5 V MT,Delhi,2011,90000,3.4,14,3.7777777777777777
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,2.49,14,3.7727272727272734
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,2.49,14,3.770727644430984
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,2.75,15,3.767123287671233
Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,2.75,11,3.767123287671233
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2011,77000,2.9,14,3.7662337662337664
Volkswagen Vento Diesel Highline,Pune,2012,115000,4.33,13,3.765217391304348
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,3.2,14,3.764705882352941
Volkswagen Vento Diesel Trendline,Chennai,2011,99807,3.75,14,3.7572514953860954
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,3.45,19,3.75
Toyota Corolla 1.8 J,Kolkata,2009,60000,2.25,16,3.75
Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,2.1,12,3.75
Honda Accord VTi-L (AT),Mumbai,2007,80000,3.0,18,3.75
Maruti 800 Std BSIII,Jaipur,2004,12000,0.45,21,3.75
Chevrolet Beat LT,Pune,2011,48000,1.8,14,3.75
Maruti Ritz VDi,Hyderabad,2012,96000,3.6,13,3.75
Ford Figo Diesel ZXI,Kolkata,2011,60000,2.25,14,3.75
Hyundai Verna Xi (Petrol),Chennai,2009,60000,2.25,16,3.75
Maruti Swift Dzire LDI,Delhi,2013,72000,2.69,12,3.736111111111111
Maruti Alto LXi BSIII,Bangalore,2011,64000,2.39,14,3.734375
Toyota Corolla H2,Mumbai,2008,48233,1.8,17,3.731884809155557
Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,2.5,11,3.7313432835820897
Maruti SX4 Vxi BSIV,Mumbai,2010,66000,2.46,15,3.727272727272727
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,3.48,15,3.725870172696224
Maruti Ritz VDi,Mumbai,2011,75308,2.8,14,3.718064481861157
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,9.2,14,3.709677419354838
Maruti A-Star Vxi,Hyderabad,2009,66149,2.45,16,3.7037596940240975
Hyundai Santro LP zipPlus,Coimbatore,2004,52146,1.93,21,3.7011467801940703
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,2.59,13,3.7
Ford Figo Petrol Titanium,Delhi,2011,65000,2.4,14,3.6923076923076925
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,65000,2.4,15,3.6923076923076925
Chevrolet Beat Diesel PS,Bangalore,2012,65000,2.4,13,3.6923076923076925
Hyundai Accent GLE,Hyderabad,2008,62364,2.3,17,3.6880251427105377
Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,2.1,14,3.6842105263157894
Maruti Swift Lxi BSIII,Mumbai,2009,53001,1.95,16,3.679175864606328
Maruti Wagon R LXI BS IV,Delhi,2011,68000,2.5,14,3.676470588235294
Honda City 1.5 V MT,Pune,2011,102013,3.75,14,3.6760020781665084
Honda Brio S Option MT,Pune,2012,79000,2.9,13,3.670886075949367
Maruti SX4 ZXI AT Leather,Mumbai,2009,77652,2.85,16,3.6702209859372585
Maruti Swift LDI BSIV,Jaipur,2014,105000,3.85,11,3.6666666666666665
Maruti Wagon R LX BS IV,Pune,2011,71000,2.6,14,3.6619718309859155
Maruti Ritz LDi,Jaipur,2011,79232,2.9,14,3.6601373182552503
Toyota Corolla H4,Bangalore,2005,67000,2.45,20,3.6567164179104483
Maruti A-Star Vxi,Hyderabad,2010,68375,2.5,15,3.656307129798903
Volkswagen Vento Diesel Trendline,Chennai,2012,130000,4.75,13,3.6538461538461537
Renault Scala Diesel RxL,Hyderabad,2013,130000,4.75,12,3.6538461538461537
Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,4.0,15,3.646208399041047
Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,3.5,12,3.6458333333333335
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,3.9,13,3.6440765069190735
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,3.35,13,3.641304347826087
Maruti Celerio VXI,Delhi,2014,77000,2.8,11,3.6363636363636362
Maruti Dzire VDI,Hyderabad,2011,110000,4.0,14,3.6363636363636362
Mahindra Scorpio VLX,Bangalore,2010,144400,5.25,15,3.6357340720221605
Maruti A-Star Lxi,Hyderabad,2009,61964,2.25,16,3.631140662320057
Chevrolet Beat Diesel LS,Chennai,2012,58000,2.1,13,3.6206896551724137
Maruti 800 AC Uniq,Jaipur,2009,22100,0.8,16,3.6199095022624435
Chevrolet Spark 1.0 LS,Pune,2009,44200,1.6,16,3.6199095022624435
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,2.75,16,3.6184210526315788
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,4.45,12,3.6178861788617884
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,3.25,19,3.6163749457543757
Chevrolet Beat LT,Delhi,2010,54000,1.95,15,3.611111111111111
Ford Figo Diesel Titanium,Chennai,2012,82000,2.95,13,3.597560975609756
Skoda Laura Ambiente,Hyderabad,2008,122397,4.4,17,3.5948593511278877
Ford Classic 1.4 Duratorq Titanium,Chennai,2014,83500,3.0,11,3.592814371257485
Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,2.8,13,3.58974358974359
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,2.65,13,3.581081081081081
Chevrolet Beat Diesel LT,Mumbai,2013,74000,2.65,12,3.581081081081081
Honda Brio S MT,Mumbai,2012,70000,2.5,13,3.5714285714285716
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2008,192000,6.85,17,3.5677083333333335
Maruti Ritz VDi,Kolkata,2010,47722,1.7,15,3.5622983110515065
Maruti Swift VXI BSIV,Bangalore,2006,80010,2.85,19,3.5620547431571055
Toyota Etios G SP,Bangalore,2013,132000,4.7,12,3.5606060606060606
Maruti Ritz VDi,Chennai,2009,83000,2.95,16,3.5542168674698793
Tata Manza Aura Quadrajet,Hyderabad,2010,76000,2.7,15,3.5526315789473686
Ford Endeavour XLT TDCi 4X2,Chennai,2007,155000,5.5,18,3.5483870967741935
Honda City V MT,Pune,2013,127000,4.5,12,3.543307086614173
Honda Amaze SX i-DTEC,Kolkata,2014,84677,3.0,11,3.542874688522267
Ford Figo Diesel Titanium,Hyderabad,2012,73500,2.6,13,3.5374149659863945
Honda City ZX GXi,Mumbai,2006,44000,1.55,19,3.522727272727273
Mahindra Bolero DI BSII,Chennai,2006,82453,2.9,19,3.5171552278267617
Hyundai i10 Sportz 1.1L,Pune,2013,84000,2.95,12,3.511904761904762
Ford Figo Petrol EXI,Bangalore,2010,78400,2.75,15,3.50765306122449
Honda City 1.3 EXI S,Delhi,2011,100000,3.5,14,3.5
Ford Figo Diesel Titanium,Kolkata,2012,60000,2.1,13,3.5
Toyota Corolla H4,Kolkata,2008,80000,2.8,17,3.5
Hyundai Santro Xing GL,Delhi,2012,61449,2.15,13,3.49883643346515
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,3.6,18,3.495145631067961
Volkswagen Vento Diesel Highline,Mumbai,2011,83000,2.9,14,3.4939759036144578
Honda City 1.5 GXI,Bangalore,2002,53000,1.85,23,3.490566037735849
Toyota Camry W2 (AT),Chennai,2009,135000,4.7,16,3.4814814814814814
Hyundai i20 Magna,Chennai,2009,69000,2.4,16,3.4782608695652173
Ford Figo Petrol ZXI,Mumbai,2010,69009,2.4,15,3.4778072425335824
Maruti SX4 ZXI MT BSIV,Kochi,2011,79940,2.78,14,3.477608206154616
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,2.5,17,3.4722222222222223
Maruti Wagon R VXI,Ahmedabad,2011,75000,2.6,14,3.466666666666667
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,3.7,12,3.457943925233645
Hyundai Santro Xing GLS,Mumbai,2009,42000,1.45,16,3.4523809523809526
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,5.0,18,3.4482758620689653
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,2.89,15,3.4404761904761907
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,2.75,17,3.4375
Chevrolet Beat Diesel,Hyderabad,2012,72921,2.5,13,3.428367685577543
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,4.0,11,3.4215816261066676
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,3.25,15,3.4210526315789473
Honda City ZX CVT,Kolkata,2006,44000,1.5,19,3.409090909090909
Honda Brio 1.2 VX MT,Kochi,2012,91931,3.13,13,3.4047274586374563
Maruti SX4 Vxi BSIII,Mumbai,2008,62000,2.11,17,3.403225806451613
Hyundai i20 2015-2017 Magna,Pune,2010,80561,2.74,15,3.4011494395551196
Chevrolet Cruze LTZ AT,Pune,2012,137008,4.65,13,3.3939623963564176
Hyundai Sonata GOLD,Chennai,2003,44200,1.5,22,3.3936651583710407
Hyundai i10 Magna 1.2,Hyderabad,2009,84045,2.85,16,3.3910405140103514
Hyundai i10 Magna 1.1,Delhi,2011,62000,2.1,14,3.3870967741935485
Hyundai i10 Sportz 1.2,Mumbai,2010,62000,2.1,15,3.3870967741935485
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,2.45,15,3.3828098032447365
Hyundai EON Era,Hyderabad,2011,68128,2.3,14,3.375998121183654
Tata Manza Aura Safire,Kolkata,2010,40000,1.35,15,3.375
Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,2.9,15,3.372093023255814
Toyota Corolla Executive (HE),Chennai,2007,89000,3.0,18,3.3707865168539324
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,3.65,14,3.3601531861616922
Hyundai i10 Sportz,Pune,2009,62500,2.1,16,3.36
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,4.95,19,3.35934848998982
Maruti Ritz VXi,Chennai,2011,67000,2.25,14,3.3582089552238807
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,2.75,15,3.3536585365853657
Maruti Alto LXI,Hyderabad,2007,52195,1.75,18,3.3528115719896543
Maruti Alto LXi,Hyderabad,2007,52195,1.75,18,3.3528115719896543
Tata Manza Aqua Safire,Mumbai,2010,41195,1.38,15,3.3499211069304526
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,5.7,18,3.3445208533809
Hyundai Getz GLE,Hyderabad,2007,58307,1.95,18,3.3443668856226525
Maruti Swift VDI BSIV,Kolkata,2013,115195,3.85,12,3.342158947871001
Toyota Corolla H2,Coimbatore,2005,79012,2.64,20,3.341264618032704
Maruti Swift Dzire VDi,Pune,2009,90000,3.0,16,3.3333333333333335
Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,3.0,18,3.3333333333333335
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,2.4,15,3.3333333333333335
Maruti SX4 VDI,Delhi,2011,75000,2.5,14,3.3333333333333335
Volkswagen Vento Diesel Highline,Chennai,2013,150000,5.0,12,3.3333333333333335
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,4.0,12,3.3331944502312405
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,4.25,20,3.3203125
Chevrolet Beat LS,Chennai,2010,66000,2.19,15,3.3181818181818183
Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,3.65,13,3.3181818181818183
Hyundai i10 Era,Ahmedabad,2008,60000,1.99,17,3.316666666666667
Hyundai EON Era Plus,Kolkata,2012,60000,1.99,13,3.316666666666667
Maruti Swift Lxi BSIII,Pune,2009,90456,3.0,16,3.3165295834438844
Nissan Micra Diesel XV,Chennai,2011,83000,2.75,14,3.3132530120481927
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,2.75,15,3.3132530120481927
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,5.9,17,3.3094009423378954
Maruti Alto LXi,Hyderabad,2009,65090,2.15,16,3.3031187586418804
Maruti Ritz VDi,Jaipur,2011,91000,3.0,14,3.2967032967032965
Honda City ZX EXi,Hyderabad,2007,91000,3.0,18,3.2967032967032965
Hyundai Santro Xing GLS,Hyderabad,2008,68282,2.25,17,3.295158314050555
Hyundai Getz GLE,Coimbatore,2007,66800,2.2,18,3.293413173652695
Hyundai i20 1.2 Magna,Jaipur,2011,82000,2.7,14,3.292682926829268
Ford Ikon 1.3 Flair,Coimbatore,2008,59833,1.97,17,3.292497451239283
Honda CR-V RVi MT,Jaipur,2007,119000,3.91,18,3.2857142857142856
Toyota Corolla H5,Mumbai,2007,67000,2.2,18,3.2835820895522394
