Name,Location,Year,Kilometers_Driven,Price,Car_Age
Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,3.96,10
Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,5.6,10
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,3.75,8
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,5.5,10
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,3.0,13
Fiat Linea Emotion,Mumbai,2011,48000,3.0,14
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,2.95,15
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,2.45,10
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,13.99,13
Mercedes-Benz GLE 350d,Bangalore,2016,28541,60.75,9
Honda City V MT AVN,Chennai,2012,41000,4.5,13
Hyundai i20 Magna,Mumbai,2010,58000,2.5,15
Toyota Fortuner 4x2 Manual,Chennai,2015,99000,20.5,10
Hyundai Grand i10 Magna,Delhi,2014,31200,3.9,11
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,3.5,16
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,8.3,9
Hyundai EON Magna Plus,Chennai,2012,45000,2.5,13
Nissan Micra XV CVT,Kolkata,2011,44000,2.65,14
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,7.42,9
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,4.63,9
Maruti Alto LXi,Kolkata,2008,42000,1.09,17
Hyundai Verna 1.6 SX,Delhi,2011,67000,3.8,14
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,15.75,12
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,5.27,10
Honda Brio S Option MT,Mumbai,2012,39566,2.75,13
Honda Jazz VX Diesel,Chennai,2016,14980,7.4,9
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,3.9,8
Maruti Zen VXi - BS III,Jaipur,2000,90000,0.7,25
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,5.9,10
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,9.58,9
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,24.95,11
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,4.29,10
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,11.5,14
Mahindra XUV500 W4,Mumbai,2016,33000,9.65,9
Hyundai i10 Sportz,Mumbai,2015,20000,3.75,10
Hyundai Getz 1.3 GLS,Pune,2007,143000,1.1,18
Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,31.41,11
Mahindra Scorpio SLE BSIV,Pune,2012,99000,6.0,13
Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,5.55,9
Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,10.91,8
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,7.25,11
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,3.9,13
Maruti Swift Dzire ZDi,Delhi,2012,71082,3.95,13
Audi Q3 2.0 TDI,Mumbai,2013,60000,22.0,12
Maruti Celerio ZXI,Delhi,2014,21701,3.38,11
Honda City V MT Exclusive,Mumbai,2011,56000,3.45,14
Hyundai i20 1.2 Spotz,Delhi,2016,32450,5.75,9
Renault KWID RXT,Jaipur,2016,12500,2.75,9
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,30.3,6
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,7.5,11
Hyundai i20 Asta 1.2,Coimbatore,2015,35441,6.87,10
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,15.2,10
Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,3.5,13
Maruti Swift VDI BSIV,Hyderabad,2014,89000,5.85,11
Maruti A-Star Vxi,Hyderabad,2010,68375,2.5,15
Maruti Swift ZXI,Pune,2013,52000,3.95,12
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,27.0,8
Maruti Ertiga ZXI,Bangalore,2014,68000,6.75,11
Maruti Wagon R LXI,Jaipur,2007,71000,1.5,18
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,3.9,13
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,6.55,11
Honda City i DTEC VX,Kochi,2017,65850,9.44,8
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,10.77,10
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,7.5,11
Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,3.0,9
BMW 5 Series 530d M Sport,Chennai,2010,58000,11.75,15
Hyundai EON D Lite Plus,Kochi,2016,29832,3.29,9
Maruti Swift Dzire VDI,Chennai,2016,71156,6.5,9
Audi A4 2.0 TDI,Hyderabad,2011,54000,18.0,14
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,4.95,16
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,4.52,10
Force One LX ABS 7 Seating,Kolkata,2014,41000,8.0,11
Honda City i-VTEC VX,Coimbatore,2013,38622,6.26,12
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,7.5,9
Maruti Swift 1.3 LXI,Delhi,2012,52000,3.65,13
Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,3.35,14
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,5.5,11
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,5.25,13
Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,16.25,13
Maruti SX4 Vxi BSIV,Delhi,2009,92000,2.7,16
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,32.9,6
Maruti Swift LXI BSIV,Coimbatore,2008,50121,3.41,17
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,4.15,11
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,5.9,11
Mercedes-Benz E-Class 230,Pune,2012,100000,11.5,13
Hyundai i20 Asta 1.2,Kolkata,2015,41000,4.75,10
Maruti Alto K10 VXI AGS,Chennai,2015,25000,3.5,10
Maruti Ertiga VDI,Pune,2014,71899,7.25,11
Maruti Celerio VXI AT,Mumbai,2016,7100,4.35,9
Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,4.99,7
Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,7.65,12
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,9.0,14
Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,6.9,8
Ford Figo Diesel ZXI,Chennai,2011,56500,2.9,14
Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,5.75,11
Force One LX 4x4,Kolkata,2014,41000,8.0,11
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,4.41,8
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,4.95,12
Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,14.4,9
Ford Figo Diesel Titanium,Chennai,2012,82000,2.95,13
Mahindra Bolero ZLX,Coimbatore,2017,68557,8.14,8
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,8.45,9
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,12.5,10
Mahindra XUV500 W8 2WD,Mumbai,2012,48000,6.5,13
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,7.72,10
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,8.0,14
Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,3.0,16
BMW 3 Series 330d Convertible,Mumbai,2013,49000,29.0,12
Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,4.11,11
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,5.37,10
Maruti Ertiga ZDI,Mumbai,2013,75000,6.55,12
Honda City i VTEC V,Chennai,2015,23000,7.0,10
Honda City 1.5 S MT,Mumbai,2014,57000,5.48,11
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,6.51,12
Honda Amaze VX i-DTEC,Pune,2016,138000,5.15,9
Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,9.0,12
Toyota Corolla Altis VL,Mumbai,2008,110000,2.75,17
BMW 3 Series 320d,Bangalore,2012,73000,12.5,13
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,7.69,8
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,4.57,12
Honda City 1.5 S AT,Mumbai,2013,51000,4.5,12
Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,4.9,10
Hyundai i10 Era 1.1,Kolkata,2008,55410,1.65,17
Chevrolet Sail 1.2 LS,Mumbai,2015,41000,3.25,10
Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,6.25,13
Hyundai Creta 1.6 SX Option,Kochi,2018,53322,12.13,7
Chevrolet Sail 1.2 LS,Jaipur,2013,48000,3.25,12
Audi Q5 2.0 TDI,Hyderabad,2013,72000,29.0,12
Honda City 1.5 V MT Exclusive,Kochi,2013,50266,5.53,12
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,8.75,8
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,37.9,11
Hyundai i10 Magna 1.2,Delhi,2010,62000,2.4,15
Hyundai i20 1.2 Asta,Chennai,2014,41681,4.55,11
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,2.65,14
Tata Indica V2 eLX,Pune,2017,49000,1.6,8
BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,25.72,13
Maruti Swift VDI,Ahmedabad,2013,60000,4.15,12
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,7.23,7
Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,2.6,17
BMW 3 Series 320d Highline,Mumbai,2008,66000,7.25,17
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,14.29,8
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,17.25,14
Hyundai Elantra 1.6 SX,Pune,2013,170000,7.5,12
Maruti Ritz ZDi,Hyderabad,2014,60000,4.35,11
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,8.9,9
Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,3.5,9
Honda City i DTEC V,Kolkata,2014,56002,6.1,11
Renault KWID RXT,Mumbai,2016,8554,3.2,9
Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,4.9,11
Maruti Alto K10 VXI,Kochi,2015,37929,3.69,10
Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,3.98,9
Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,2.95,12
Audi A4 2.0 TDI,Kochi,2014,55730,15.21,11
Maruti Swift VDI,Hyderabad,2015,62000,6.3,10
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,6.69,8
Honda BRV i-VTEC V CVT,Mumbai,2017,17000,9.5,8
Hyundai i20 Asta,Mumbai,2009,28000,2.65,16
Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,7.5,13
Honda City 1.5 GXI,Bangalore,2002,53000,1.85,23
Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,5.63,7
Hyundai Creta 1.6 SX,Coimbatore,2018,17665,11.78,7
Tata Indica V2 DL BSIII,Hyderabad,2004,200000,0.85,21
Volkswagen Vento Petrol Highline,Mumbai,2011,55893,3.35,14
Maruti Celerio VXI,Kochi,2015,60586,4.11,10
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,25.51,10
Maruti Alto 800 LXI,Jaipur,2017,30000,3.1,8
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,33.5,7
Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,4.8,8
Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,3.49,11
Maruti Ertiga ZXI,Mumbai,2012,25000,5.15,13
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,14.41,14
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,4.75,11
Toyota Fortuner 4x2 AT,Jaipur,2015,100000,19.0,10
Maruti Celerio VXI,Hyderabad,2017,17000,4.9,8
BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,6.3,17
Honda City ZX VTEC,Jaipur,2006,100173,2.4,19
Mitsubishi Cedia Sports,Pune,2009,97000,3.0,16
Renault Pulse Petrol RxL,Delhi,2016,40190,4.25,9
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,6.3,9
Maruti Baleno RS Petrol,Kochi,2018,43639,8.15,7
Hyundai i10 Magna,Kochi,2012,37333,3.22,13
Hyundai i20 1.2 Spotz,Kochi,2018,48407,7.65,7
BMW Z4 2009-2013 35i,Delhi,2011,25000,30.0,14
Hyundai i10 Sportz 1.2,Pune,2010,72400,2.3,15
Mini Cooper S Carbon Edition,Delhi,2012,18000,22.0,13
Honda Brio V MT,Pune,2012,65167,3.28,13
Maruti Ciaz ZXi Option,Kochi,2016,25418,7.09,9
Maruti Swift Dzire ZDi,Coimbatore,2013,38995,6.46,12
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,4.0,13
BMW X1 sDrive20d,Delhi,2011,72000,11.0,14
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,49.79,9
Ford Figo 1.5D Trend MT,Kolkata,2015,4311,4.8,10
BMW 3 Series Luxury Line,Bangalore,2017,21000,35.0,8
Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,21.99,14
Maruti Wagon R LX BSIII,Mumbai,2007,50000,1.1,18
Maruti Baleno Zeta 1.2,Delhi,2018,13000,6.6,7
Maruti Dzire VXI,Pune,2013,74000,4.5,12
Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,1.0,16
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,6.9,8
Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,16.75,13
Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,25.49,10
Audi A6 35 TDI Matrix,Chennai,2015,20000,35.5,10
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,6.28,7
Mahindra Scorpio SLE BSIV,Delhi,2012,76777,4.88,13
Tata Bolt Quadrajet XE,Hyderabad,2016,100303,3.7,9
Hyundai EON Era Plus,Kochi,2015,43993,3.45,10
Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,10.23,9
Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,6.5,15
Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,6.15,9
Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,2.9,11
Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,5.5,9
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,31.0,8
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,4.25,10
Maruti Swift VDI,Kochi,2016,65210,5.48,9
Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,7.25,9
Maruti Swift Dzire VXi,Hyderabad,2012,50000,3.0,13
BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,29.5,10
Honda City ZX GXi,Mumbai,2007,75000,1.49,18
Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,3.65,12
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,10.9,7
Maruti Celerio ZXI MT,Bangalore,2015,48808,4.3,10
Maruti Ertiga VDI,Pune,2012,63001,6.11,13
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,15.5,10
Honda City i VTEC SV,Mumbai,2016,34634,6.9,9
Maruti Swift Dzire VXI,Bangalore,2012,69242,4.69,13
Maruti Ritz LXi,Kochi,2011,33292,3.19,14
Hyundai i20 Sportz AT 1.4,Pune,2012,55000,3.75,13
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,8.6,6
Honda City 1.5 E MT,Chennai,2011,80000,3.85,14
Porsche Cayenne S Diesel,Coimbatore,2016,65003,67.83,9
Honda Amaze VX i-VTEC,Coimbatore,2019,16573,9.31,6
Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,3.0,17
Hyundai i20 Magna 1.2,Bangalore,2015,53000,5.5,10
Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,13.3,8
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,23.0,12
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,3.35,7
BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,10.0,13
Hyundai i10 Magna,Delhi,2013,63265,2.95,12
Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,6.75,9
Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,2.44,15
Maruti Ciaz VXi Plus,Mumbai,2015,41000,5.85,10
Volkswagen Polo GT TSI,Kochi,2015,26323,7.4,10
Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,3.8,9
Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,3.8,17
Honda City ZX GXi,Kolkata,2008,69000,2.7,17
Mahindra Bolero ZLX,Jaipur,2016,65000,7.21,9
Honda City i VTEC V,Hyderabad,2016,29512,7.9,9
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,4.2,8
Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,5.75,11
Maruti A-Star AT VXI,Hyderabad,2013,56500,3.45,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,25.75,11
Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,16.59,7
Renault Pulse Petrol RxZ,Coimbatore,2014,31897,4.69,11
BMW 3 Series 320d,Mumbai,2009,52100,7.5,16
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,16.5,9
Honda City 1.5 S MT,Kolkata,2009,31423,1.99,16
Maruti Swift VDI,Chennai,2014,75180,5.25,11
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,5.4,12
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,3.9,11
Hyundai i20 Active 1.2 S,Mumbai,2015,12000,5.8,10
BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,30.5,11
Maruti Swift Dzire LDI,Hyderabad,2017,44504,5.6,8
Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,23.0,13
Maruti Swift LDI,Jaipur,2015,39437,5.15,10
Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,9.48,8
Tata Nano XTA,Bangalore,2016,17800,2.38,9
Maruti Swift Dzire LXi,Hyderabad,2009,71346,3.8,16
Hyundai i20 Asta Option 1.2,Delhi,2015,45000,5.5,10
Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,3.55,15
Maruti Ciaz ZXi,Mumbai,2015,48823,6.35,10
Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,36.0,10
Tata Indigo LX BSII,Hyderabad,2005,92000,1.1,20
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,3.7,11
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,13.5,9
Honda Accord 2.4 AT,Mumbai,2008,95000,2.85,17
Tata Nano Twist XT,Coimbatore,2015,25811,2.13,10
Hyundai Elantra CRDi S,Ahmedabad,2015,65000,7.75,10
Tata Indica V2 eLS,Chennai,2017,100400,2.85,8
Honda Amaze S i-Dtech,Jaipur,2014,76414,4.95,11
Mahindra XUV500 W8 2WD,Kochi,2012,82103,6.2,13
BMW X3 xDrive 20d Expedition,Pune,2013,98000,17.5,12
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,2.25,15
Maruti Baleno Zeta 1.2,Delhi,2017,10300,6.75,8
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,9.73,9
Maruti Ertiga VDI,Kochi,2018,51236,8.49,7
Mini Cooper S Carbon Edition,Mumbai,2013,52000,25.0,12
Maruti Ritz ZDi,Coimbatore,2015,42894,5.59,10
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,4.8,14
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,5.45,11
Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,6.5,8
Honda Brio E MT,Chennai,2015,16000,4.35,10
Honda Amaze S i-Dtech,Kolkata,2013,46992,3.75,12
BMW 5 Series 2003-2012 520d,Pune,2010,170000,12.0,15
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,32.0,11
Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,4.0,10
Nissan Micra Diesel XV,Kolkata,2011,39010,2.6,14
Hyundai Grand i10 Sportz,Jaipur,2016,26946,4.45,9
Hyundai EON Era,Pune,2015,28700,2.6,10
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,16.0,14
Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,32.5,11
Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,13.85,9
Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,8.76,7
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,23.68,11
Maruti Dzire AMT VXI,Chennai,2017,42000,5.5,8
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,65.81,12
Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,4.99,12
Hyundai Verna 1.6 SX,Chennai,2013,85350,5.7,12
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,11.99,9
BMW 3 Series Sport,Mumbai,2016,19000,29.99,9
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,9.5,7
Maruti Swift VDI BSIV,Hyderabad,2014,108000,5.5,11
Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,23.0,9
Tata Indica V2 DLS,Hyderabad,2013,62188,2.95,12
Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,4.9,10
Maruti Wagon R VXI AMT,Delhi,2016,30000,4.25,9
Mahindra XUV500 W10 2WD,Kochi,2018,29907,16.36,7
Audi A4 2.0 TDI,Kolkata,2009,46000,9.95,16
Volkswagen Vento Diesel Highline,Bangalore,2012,65000,5.5,13
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,8.25,9
Maruti Zen LX,Chennai,2002,99024,0.95,23
Hyundai i10 Era,Kochi,2016,34952,4.01,9
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,8.2,6
Honda City i DTEC VX,Chennai,2014,71000,6.2,11
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,16.75,13
Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,16.5,8
Ford Figo Diesel ZXI,Kolkata,2012,110438,3.5,13
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,5.43,8
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,30.35,8
Nissan Sunny XL CVT,Hyderabad,2014,32000,7.99,11
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,3.59,14
Chevrolet Beat Diesel LT,Chennai,2012,82697,1.9,13
Toyota Camry W2 (AT),Chennai,2009,135000,4.7,16
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,7.25,13
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,24.46,9
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,3.9,11
Hyundai i20 1.2 Magna,Coimbatore,2013,56127,5.15,12
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,3.65,10
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,5.0,9
Honda City 1.5 S MT,Kolkata,2009,42000,2.3,16
Hyundai Accent GLE,Pune,2001,130000,0.75,24
Hyundai Verna Xi (Petrol),Kochi,2009,137148,1.85,16
Ford Figo Petrol ZXI,Kolkata,2010,114703,1.8,15
Honda Amaze S i-Dtech,Kochi,2014,97439,4.41,11
Maruti Wagon R LX BSII,Chennai,2006,40000,2.0,19
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,31.75,11
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,32.0,10
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,21.0,15
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,2.75,15
Toyota Corolla H2,Coimbatore,2005,79012,2.64,20
Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,14.19,7
Maruti Wagon R VXI,Jaipur,2017,35362,3.85,8
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,15.5,11
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,1.9,15
Tata Nano CX,Kochi,2014,59508,1.26,11
Hyundai i20 Magna,Chennai,2009,69000,2.4,16
BMW 3 Series 320d,Bangalore,2010,58000,11.5,15
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,8.25,11
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,2.75,14
Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,1.4,16
Tata Nano Twist XT,Coimbatore,2015,30676,2.9,10
Ford Figo Diesel EXI,Chennai,2011,76000,2.4,14
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,4.75,12
Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,44.76,7
Honda City i DTEC SV,Kochi,2015,64465,6.22,10
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,4.5,7
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,4.25,10
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,5.5,14
Hyundai i20 1.4 Asta,Mumbai,2017,27000,6.95,8
Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,4.56,7
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,13.82,9
Honda Amaze VX i-Vtech,Mumbai,2016,17362,5.65,9
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,6.2,9
Maruti Celerio VXI,Delhi,2014,48000,3.25,11
Audi A4 2.0 TDI,Kolkata,2009,46000,8.5,16
Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,7.25,9
Renault Fluence Diesel E4,Pune,2013,57000,4.61,12
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,5.3,9
Tata Indigo LX,Ahmedabad,2012,50123,1.9,13
Hyundai i10 Sportz,Kochi,2012,57184,3.09,13
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,9.5,18
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,12.65,10
Hyundai Grand i10 Magna,Delhi,2016,22129,4.25,9
Maruti Ritz VDi,Hyderabad,2011,127887,2.95,14
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,3.45,19
Hyundai i10 Era,Hyderabad,2011,60634,3.3,14
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,8.0,11
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,2.71,16
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,2.7,13
Maruti Swift Dzire VDI,Mumbai,2012,80753,4.5,13
Toyota Fortuner 4x2 Manual,Delhi,2015,40000,18.75,10
Maruti Swift VDI,Pune,2014,103000,5.25,11
Maruti Dzire LDI,Pune,2017,48000,6.0,8
Hyundai Grand i10 Asta,Kolkata,2014,41000,3.14,11
