Name,Location,Year,Kilometers_Driven,Price,Car_Age
Maruti Swift Dzire LXI,Kochi,2013,59350,4.16,12
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,4.5,16
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,10.2,13
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,5.0,18
Maruti Grand Vitara MT,Mumbai,2008,46810,3.95,17
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,2.1,14
Hyundai Santa Fe 4X4,Bangalore,2011,148000,8.9,14
Mahindra XUV500 W8 2WD,Pune,2012,95000,7.21,13
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,7.4,11
Honda City 1.5 S AT,Kochi,2014,56838,5.15,11
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,32.0,12
Honda City 1.5 S MT,Kolkata,2011,125000,3.25,14
Tata Indigo eCS GLE BSIII,Pune,2013,70000,1.5,12
Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,3.0,15
Honda Jazz Active,Kolkata,2010,39800,1.99,15
Maruti A-Star Lxi,Kolkata,2010,60000,1.35,15
BMW 3 Series 320d Highline,Hyderabad,2009,58000,13.5,16
Skoda Yeti Elegance,Hyderabad,2010,110009,6.99,15
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,8.5,12
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,2.89,15
BMW 3 Series 320d,Mumbai,2011,51000,10.5,14
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,3.97,12
Hyundai Verna CRDi SX,Hyderabad,2013,79663,6.5,12
Honda Amaze S i-Dtech,Jaipur,2013,63000,4.25,12
Honda City i DTEC SV,Kolkata,2014,45000,4.75,11
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,17.71,11
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,17.27,14
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,9.25,18
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,21.0,12
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,17.51,15
Tata Nano Cx BSIV,Coimbatore,2014,42083,1.68,11
Maruti Wagon R VXI,Mumbai,2014,43628,3.16,11
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,3.9,11
Chevrolet Beat LT,Delhi,2010,54000,1.95,15
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,9.0,15
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,4.5,13
Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,8.75,17
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,8.0,13
BMW 5 Series 520d Sedan,Delhi,2012,72000,13.85,13
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,13.5,12
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,25.0,11
Audi Q3 2.0 TDI,Hyderabad,2013,105000,19.0,12
Hyundai i20 1.2 Magna,Kolkata,2011,36000,2.5,14
Hyundai Santro Xing GLS,Chennai,2009,136642,1.55,16
Hyundai Santro Xing GLS,Hyderabad,2011,60000,2.59,14
Mahindra Scorpio SLX,Chennai,2008,100000,4.0,17
Honda City i-VTEC S,Jaipur,2010,48689,3.87,15
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,16.75,14
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,1.9,18
Honda City i DTEC VX,Jaipur,2014,76551,7.25,11
Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,1.9,17
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,9.25,13
Ford Ikon 1.3 Flair,Kochi,2009,66484,1.65,16
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,16.0,14
Honda Jazz Select Edition,Pune,2011,98000,3.15,14
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,4.35,11
Maruti Zen LXi - BS III,Hyderabad,2006,80000,1.2,19
Hyundai i20 Magna,Jaipur,2013,59000,4.1,12
BMW X5 3.0d,Chennai,2009,150000,18.75,16
Maruti Swift VDI,Jaipur,2013,88000,4.33,12
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,6.7,12
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,26.5,12
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,3.9,12
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,2.7,15
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,2.95,14
Maruti Swift Ldi BSIV,Pune,2009,140000,2.49,16
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,4.5,14
BMW 6 Series 650i Coupe,Kochi,2010,65329,20.72,15
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,2.21,15
Land Rover Freelander 2 HSE,Mumbai,2011,82000,13.9,14
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,1.46,15
Hyundai Verna SX CRDi AT,Pune,2012,83000,6.0,13
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,3.5,13
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,1.99,16
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,4.0,12
Hyundai EON D Lite Plus,Bangalore,2013,45010,2.95,12
Honda Amaze VX i-DTEC,Delhi,2013,75348,3.75,12
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,2.5,15
Honda City 1.5 V MT,Pune,2011,102013,3.75,14
Maruti Celerio VXI AT,Hyderabad,2014,46559,3.75,11
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,24.0,12
BMW X1 sDrive20d,Chennai,2012,85000,10.0,13
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,5.55,11
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,3.59,13
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,7.2,13
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,2.98,11
Hyundai Santro Xing GLS,Pune,2010,75000,1.7,15
Maruti Alto LXi BSII,Pune,2003,69966,0.95,22
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,16.25,11
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,4.25,20
BMW 3 Series 320d Sedan,Bangalore,2008,78000,7.2,17
Maruti Swift ZXI,Hyderabad,2011,53080,4.4,14
Volkswagen Vento Petrol Highline,Pune,2011,66000,4.25,14
Maruti Ertiga VXI,Ahmedabad,2012,25000,5.35,13
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,7.5,17
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,7.5,11
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,7.1,21
Hyundai i10 Magna,Mumbai,2010,55980,2.25,15
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,4.18,13
Hyundai Verna 1.4 EX,Chennai,2013,79000,6.5,12
Honda City 1.5 V MT,Delhi,2010,65100,3.15,15
Maruti Alto LXi BSII,Hyderabad,2011,28619,2.4,14
Maruti Alto LXi BSIII,Bangalore,2011,64000,2.39,14
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,16.5,13
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,8.22,14
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,90.0,11
Maruti Swift VDI,Mumbai,2013,35000,4.65,12
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,8.4,12
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,5.75,11
Maruti Wagon R LX,Jaipur,2006,110000,1.11,19
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,17.25,11
Jaguar XF Aero Sport Edition,Delhi,2012,16000,32.0,13
Hyundai i20 Sportz Petrol,Kochi,2011,62020,3.45,14
Land Rover Freelander 2 SE,Pune,2014,85000,23.0,11
Honda Amaze S i-Vtech,Jaipur,2014,41210,4.4,11
Hyundai i20 Magna,Chennai,2010,95000,2.8,15
Hyundai Santro Xing XG,Pune,2003,80000,0.9,22
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,5.65,11
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,4.25,16
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,10.9,11
Hyundai Accent GLE,Delhi,2012,56000,2.45,13
Maruti Alto 800 LXI,Pune,2013,30000,2.5,12
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,29.5,15
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,5.75,12
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,4.62,11
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,7.25,12
Hyundai Verna Xi (Petrol),Chennai,2009,60000,2.25,16
Ford Ikon 1.6 CLXI,Pune,2003,83000,0.85,22
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,12.5,11
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,2.9,14
Chevrolet Spark 1.0 LT,Kochi,2008,43761,1.75,17
Honda Amaze S i-Dtech,Bangalore,2013,61510,4.75,12
Honda City i VTEC S,Delhi,2014,60000,6.25,11
Mini Cooper Countryman D,Bangalore,2014,35165,22.0,11
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,11.95,11
Maruti Wagon R LXI BS IV,Delhi,2011,68000,2.5,14
Hyundai i10 Era 1.1,Mumbai,2013,49000,2.75,12
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,4.95,11
Ford Figo Diesel EXI,Delhi,2013,54000,2.55,12
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,4.5,14
Audi A6 2.7 TDI,Kolkata,2010,35010,11.5,15
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,10.99,19
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,3.71,16
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,2.0,19
Maruti Wagon R LXI,Jaipur,2004,62000,1.25,21
Maruti Ertiga VXI,Mumbai,2014,69192,6.25,11
Volkswagen Vento Diesel Highline,Chennai,2012,55000,4.9,13
Honda City 1.5 GXI,Mumbai,2005,81000,1.1,20
Hyundai Santa Fe 4X2,Jaipur,2013,74000,12.25,12
Maruti Swift VDI,Kolkata,2014,47000,3.9,11
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,2.75,14
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,2.95,14
Honda Accord 2.4 A/T,Mumbai,2008,79000,4.85,17
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,30.0,14
Maruti Alto LXI,Hyderabad,2007,52195,1.75,18
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,5.5,12
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,2.75,16
Ford Figo Diesel ZXI,Mumbai,2011,30000,3.2,14
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,5.84,12
Hyundai Verna SX CRDi AT,Chennai,2012,41000,6.25,13
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,36.0,16
Mitsubishi Lancer GLXD,Chennai,2003,125000,3.0,22
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,11.0,15
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,5.25,12
Hyundai i20 1.2 Asta,Chennai,2011,47000,4.5,14
BMW X5 3.0d,Chennai,2009,110000,18.0,16
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,22.0,12
Land Rover Freelander 2 SE,Hyderabad,2011,68000,22.0,14
Hyundai i10 Magna,Mumbai,2011,41000,2.65,14
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,5.85,12
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,6.95,13
Mahindra XUV500 W8 2WD,Kolkata,2012,47629,6.5,13
Maruti Omni 8 Seater BSII,Jaipur,2004,66624,0.85,21
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,7.25,12
Maruti Swift VDI,Pune,2012,94868,4.5,13
Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,4.25,15
Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,6.85,12
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,23.68,12
Land Rover Freelander 2 SE,Delhi,2013,68000,15.75,12
Volkswagen Vento Diesel Comfortline,Pune,2012,75000,3.5,13
BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,6.99,19
BMW X5 xDrive 30d,Chennai,2009,110000,20.0,16
BMW 6 Series 630i Coupe,Mumbai,2011,5900,47.5,14
Maruti Alto Vxi 1.1,Chennai,2002,103653,1.22,23
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,3.65,13
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,8.38,12
Volkswagen Polo GT TDI,Pune,2014,68865,4.8,11
Honda Amaze S i-Dtech,Pune,2014,71000,4.5,11
Maruti Swift VDI,Kolkata,2014,25000,3.95,11
Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,3.65,13
Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,10.0,20
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,4.0,14
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,4.75,13
Maruti Swift Dzire VXi,Bangalore,2009,65000,3.1,16
Nissan Micra XV Primo,Kolkata,2011,43000,2.13,14
Maruti Alto LXi BSII,Mumbai,2008,54000,1.1,17
BMW 3 Series 320d,Hyderabad,2011,89000,13.95,14
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,5.35,11
Maruti Celerio LXI,Hyderabad,2014,58470,3.9,11
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,2.8,11
Audi A4 2.0 TDI,Hyderabad,2013,52000,19.5,12
Honda Brio S MT,Kolkata,2013,32807,2.75,12
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,8.0,12
Honda City i DTEC V,Delhi,2014,66500,5.7,11
BMW X1 sDrive20d,Ahmedabad,2012,94000,12.5,13
Chevrolet Spark 1.0 LT,Chennai,2011,29000,1.75,14
Ford Figo Diesel EXI,Chennai,2010,107389,1.9,15
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,16.0,11
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,2.65,12
Hyundai Santro D Lite,Chennai,2001,140000,0.7,24
Maruti Swift Vdi BSIII,Chennai,2008,107000,3.1,17
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,16.25,12
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,52.54,13
Mahindra XUV500 W8 2WD,Chennai,2011,128000,6.4,14
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,6.95,14
Tata Indica V2 DLX,Kolkata,2008,50000,0.85,17
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,2.75,17
Maruti Swift Dzire ZXI,Mumbai,2014,48241,4.5,11
Maruti Wagon R LXI,Kochi,2014,52431,3.01,11
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,4.4,13
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,17.49,13
Hyundai i10 Sportz,Coimbatore,2014,31446,4.66,11
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,45.0,11
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,2.7,15
Hyundai i10 Era,Coimbatore,2013,65807,3.39,12
Maruti Swift Dzire VDI,Hyderabad,2014,81768,5.69,11
Chevrolet Beat Diesel,Hyderabad,2012,72921,2.5,13
Honda Brio V MT,Pune,2012,59000,3.25,13
Ford Figo Diesel Titanium,Mumbai,2014,33000,3.25,11
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,18.5,11
Hyundai EON Sportz,Coimbatore,2014,14799,4.14,11
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,12.75,14
Maruti SX4 ZDI,Kochi,2012,77407,3.53,13
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,1.35,18
Volkswagen Vento Diesel Highline,Delhi,2013,75000,4.5,12
Honda City V MT,Pune,2012,69000,4.9,13
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,3.99,11
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,6.75,12
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,5.2,12
Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,9.75,17
Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,30.0,11
Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,3.65,12
Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,4.72,11
BMW X5 xDrive 30d,Chennai,2011,55000,28.0,14
Toyota Fortuner 4x4 MT,Delhi,2012,68350,14.0,13
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,8.0,11
Chevrolet Cruze LTZ,Hyderabad,2012,62005,9.8,13
Chevrolet Beat Diesel LT,Hyderabad,2012,61250,2.7,13
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,24.37,11
Maruti Swift Dzire VDI,Pune,2014,197000,5.0,11
Toyota Fortuner 3.0 Diesel,Pune,2009,138205,10.5,16
Maruti Swift VDI,Jaipur,2012,160000,3.9,13
Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,5.65,13
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,29.95,13
Maruti Swift Ldi BSIII,Bangalore,2008,100000,3.0,17
Hyundai i10 Sportz,Mumbai,2009,48000,2.11,16
Fiat Punto 1.4 Emotion,Kolkata,2010,47000,1.49,15
Maruti Alto LXi,Jaipur,2011,100000,1.5,14
Maruti Swift VXI BSIV,Bangalore,2006,80010,2.85,19
Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,0.91,14
Maruti Alto 800 VXI,Jaipur,2014,45700,2.42,11
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,3.25,20
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,2.8,12
Mahindra Scorpio VLX,Bangalore,2010,144400,5.25,15
Maruti Swift Vdi BSIII,Jaipur,2010,152000,2.9,15
BMW 3 Series 320d Prestige,Pune,2013,71000,15.0,12
Tata Nano STD SE,Jaipur,2012,80000,0.53,13
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,12.5,11
Honda Brio S Option MT,Mumbai,2012,25000,2.75,13
Mahindra Scorpio SLE BSIV,Kochi,2014,45239,7.09,11
BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,19.99,14
Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,10.75,11
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,2.9,17
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,6.25,11
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,2.2,14
Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,3.25,12
Chevrolet Beat LS,Coimbatore,2011,64831,3.21,14
Honda Amaze VX i-DTEC,Kolkata,2013,38001,3.9,12
Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,6.5,17
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,7.0,14
BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,10.5,18
Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,10.09,11
Honda City 1.5 S MT,Delhi,2009,71499,3.0,16
Force One LX 4x4,Chennai,2014,50000,12.0,11
Honda Jazz S,Kolkata,2010,45000,2.0,15
Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,7.22,11
Hyundai i20 1.2 Magna,Mumbai,2010,57500,2.75,15
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,3.75,14
Honda City 1.5 V AT,Kochi,2014,60952,5.91,11
Maruti Swift VDI BSIV,Chennai,2013,87192,4.35,12
Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,3.25,11
Maruti Swift Dzire VDi,Jaipur,2011,110000,3.5,14
Maruti Swift 1.3 VXi,Delhi,2006,63000,1.6,19
Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,15.5,12
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,19.0,12
Maruti Swift Dzire VDI,Kolkata,2014,42109,4.25,11
Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,26.0,12
Maruti Alto 800 LXI,Hyderabad,2013,30852,2.49,12
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,3.0,14
Maruti Swift Dzire LDI,Delhi,2013,72000,2.69,12
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,26.0,11
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,1.5,15
Honda City ZX GXi,Mumbai,2006,44000,1.55,19
Ford Figo Petrol EXI,Bangalore,2010,78400,2.75,15
Renault Duster Petrol RxL,Mumbai,2014,71300,4.25,11
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,10.0,16
Maruti Versa DX2 BS II,Mumbai,2003,62000,1.25,22
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,4.3,11
Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,11.0,15
Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,11.75,15
Honda Accord 2.4 MT,Coimbatore,2012,94989,6.58,13
Maruti Swift ZDi,Chennai,2012,58133,4.8,13
Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,1.65,17
Tata Nano Twist XT,Ahmedabad,2014,18050,1.0,11
Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,1.65,18
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,11.5,14
Ford Fiesta Diesel Trend,Bangalore,2011,47000,6.0,14
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,3.75,12
Honda Brio S MT,Coimbatore,2013,67559,4.05,12
Maruti Swift Dzire VXi,Pune,2013,55000,4.25,12
Honda CR-V RVi MT,Jaipur,2008,100009,6.5,17
Mahindra XUV500 W8 2WD,Delhi,2014,74345,8.0,11
Hyundai i10 Magna AT,Kochi,2010,30566,3.32,15
Hyundai i10 Magna 1.2,Chennai,2012,55231,2.78,13
Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,21.95,12
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,7.9,12
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,29.0,18
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,3.25,12
Honda City i VTEC SV,Mumbai,2014,10500,5.9,11
Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,2.75,14
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,5.98,11
BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,31.0,14
Toyota Corolla 1.8 J,Delhi,2011,67422,3.55,14
Maruti Swift Dzire VDi,Kolkata,2009,34000,2.19,16
Maruti Dzire VDI,Hyderabad,2013,68434,5.5,12
Maruti Alto K10 VXI,Pune,2014,17000,2.1,11
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,50.66,14
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,14.0,13
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,5.5,12
Chevrolet Aveo 1.6 LT,Pune,2007,63000,1.2,18
Maruti Swift VXI BSIV,Hyderabad,2014,61922,5.3,11
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,16.1,12
Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,25.0,11
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,7.95,17
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,2.81,13
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,17.5,13
Maruti Swift VXi BSIV,Mumbai,2012,61000,3.3,13
Honda Jazz S,Kochi,2010,82606,2.69,15
Maruti Ritz VXi,Coimbatore,2011,50318,4.06,14
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,4.6,13
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,3.0,13
Fiat Linea Emotion,Mumbai,2011,48000,3.0,14
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,2.95,15
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,13.99,13
Honda City V MT AVN,Chennai,2012,41000,4.5,13
Hyundai i20 Magna,Mumbai,2010,58000,2.5,15
Hyundai Grand i10 Magna,Delhi,2014,31200,3.9,11
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,3.5,16
Hyundai EON Magna Plus,Chennai,2012,45000,2.5,13
Nissan Micra XV CVT,Kolkata,2011,44000,2.65,14
Maruti Alto LXi,Kolkata,2008,42000,1.09,17
Hyundai Verna 1.6 SX,Delhi,2011,67000,3.8,14
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,15.75,12
Honda Brio S Option MT,Mumbai,2012,39566,2.75,13
Maruti Zen VXi - BS III,Jaipur,2000,90000,0.7,25
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,24.95,11
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,11.5,14
Hyundai Getz 1.3 GLS,Pune,2007,143000,1.1,18
Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,31.41,11
Mahindra Scorpio SLE BSIV,Pune,2012,99000,6.0,13
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,7.25,11
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,3.9,13
Maruti Swift Dzire ZDi,Delhi,2012,71082,3.95,13
Audi Q3 2.0 TDI,Mumbai,2013,60000,22.0,12
Maruti Celerio ZXI,Delhi,2014,21701,3.38,11
Honda City V MT Exclusive,Mumbai,2011,56000,3.45,14
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,7.5,11
Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,3.5,13
Maruti Swift VDI BSIV,Hyderabad,2014,89000,5.85,11
Maruti A-Star Vxi,Hyderabad,2010,68375,2.5,15
Maruti Swift ZXI,Pune,2013,52000,3.95,12
Maruti Ertiga ZXI,Bangalore,2014,68000,6.75,11
Maruti Wagon R LXI,Jaipur,2007,71000,1.5,18
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,3.9,13
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,6.55,11
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,7.5,11
BMW 5 Series 530d M Sport,Chennai,2010,58000,11.75,15
Audi A4 2.0 TDI,Hyderabad,2011,54000,18.0,14
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,4.95,16
Force One LX ABS 7 Seating,Kolkata,2014,41000,8.0,11
Honda City i-VTEC VX,Coimbatore,2013,38622,6.26,12
Maruti Swift 1.3 LXI,Delhi,2012,52000,3.65,13
